('35867', ['italian'])
('24792', ['japanese'])
('40992', ['mexican'])
('33312', ['italian'])
('48123', ['mexican'])
('26083', ['russian'])
('31844', ['southern_us'])
('46741', ['moroccan'])
('15401', ['indian'])
('21381', ['jamaican'])
('42108', ['southern_us'])
('45941', ['korean'])
('11265', ['italian'])
('21143', ['japanese'])
('13550', ['mexican'])
('42372', ['japanese'])
('1801', ['mexican'])
('35359', ['italian'])
('14159', ['southern_us'])
('45697', ['indian'])
('21159', ['italian'])
('10050', ['indian'])
('14711', ['indian'])
('17286', [])
('42354', ['mexican'])
('13661', ['italian'])
('16051', ['italian'])
('21584', [])
('18925', ['mexican'])
('3330', ['southern_us'])
('48656', ['southern_us'])
('3020', [])
('22951', ['italian'])
('1740', ['italian'])
('542', ['chinese'])
('36140', ['southern_us'])
('32656', ['indian'])
('15016', [])
('28060', ['irish'])
('7608', ['italian'])
('23489', [])
('23894', [])
('35396', ['italian'])
('48785', [])
('42405', ['italian'])
('26982', ['jamaican'])
('7048', ['french'])
('48468', ['vietnamese'])
('5628', ['chinese'])
('45315', ['indian'])
('15959', ['mexican'])
('2766', ['thai'])
('16012', [])
('43513', ['southern_us'])
('34020', ['southern_us'])
('47246', ['italian'])
('10427', [])
('27876', ['thai'])
('17988', ['greek'])
('416', ['southern_us'])
('5957', ['korean'])
('13762', ['southern_us'])
('9458', [])
('33112', ['italian'])
('22967', ['chinese'])
('49243', ['italian'])
('46213', ['mexican'])
('6915', ['italian', 'french'])
('4651', ['mexican'])
('38223', ['mexican'])
('14983', ['mexican'])
('2229', ['italian'])
('48197', ['japanese'])
('10451', ['thai'])
('33109', [])
('15648', ['indian'])
('29742', ['italian'])
('18159', [])
('22116', ['vietnamese'])
('28004', ['indian'])
('28749', [])
('24425', ['mexican'])
('48313', ['cajun_creole'])
('13703', [])
('45196', ['french'])
('6648', [])
('33460', ['italian'])
('45689', [])
('10649', ['indian'])
('21440', [])
('34760', [])
('43758', [])
('5094', [])
('41697', [])
('34872', ['mexican'])
('48479', [])
('40806', ['mexican'])
('29064', ['chinese'])
('45005', ['southern_us'])
('3207', [])
('7003', ['mexican'])
('44727', ['indian'])
('9122', ['french'])
('21890', [])
('45144', ['italian'])
('17017', ['italian'])
('32933', ['mexican'])
('23354', ['italian'])
('49367', [])
('27641', ['italian'])
('26657', ['indian'])
('979', ['southern_us'])
('14655', ['italian'])
('40723', ['mexican'])
('23776', ['indian'])
('44613', ['british'])
('24250', ['chinese'])
('2118', ['chinese'])
('6660', ['italian'])
('20026', ['mexican'])
('7364', ['italian'])
('40100', ['greek'])
('23798', ['indian'])
('33985', [])
('39445', ['southern_us'])
('5355', ['southern_us'])
('23799', [])
('23407', ['jamaican'])
('9136', ['mexican'])
('24204', ['italian'])
('4874', [])
('29136', ['italian'])
('35068', [])
('11076', ['italian'])
('16896', ['cajun_creole'])
('29996', ['italian'])
('23309', ['korean'])
('14480', ['korean'])
('36343', ['indian'])
('10261', ['southern_us', 'cajun_creole'])
('41834', ['indian'])
('27335', ['chinese'])
('21580', ['southern_us'])
('34186', ['southern_us'])
('11887', ['greek'])
('37943', ['chinese'])
('7296', ['mexican'])
('49664', [])
('25287', ['indian'])
('12588', ['southern_us'])
('2281', ['italian'])
('33484', [])
('1317', ['mexican'])
('6120', ['mexican'])
('44030', [])
('21569', ['mexican'])
('10299', ['french'])
('47426', [])
('42503', ['mexican'])
('25657', ['french'])
('27749', ['chinese'])
('14731', [])
('33406', [])
('48792', ['italian'])
('19084', ['mexican'])
('46898', ['mexican'])
('38377', ['southern_us'])
('15005', [])
('37029', ['mexican'])
('40657', ['mexican'])
('15218', ['italian'])
('26693', ['italian'])
('37960', ['french'])
('48875', ['indian'])
('35670', ['italian'])
('44400', ['vietnamese'])
('21775', ['indian'])
('44884', ['italian'])
('47453', ['indian'])
('31396', [])
('19836', [])
('30639', ['spanish'])
('6042', ['italian'])
('22741', ['thai', 'vietnamese'])
('23355', ['italian'])
('6013', [])
('7694', ['italian'])
('30941', ['italian'])
('11062', ['southern_us'])
('32310', ['italian'])
('10606', [])
('30099', [])
('40075', [])
('23589', ['filipino'])
('15445', ['spanish'])
('16086', ['french'])
('3558', ['southern_us'])
('42838', ['italian'])
('15296', ['southern_us'])
('21043', [])
('5476', ['italian'])
('15780', [])
('5914', ['chinese'])
('47272', ['thai'])
('5692', [])
('4233', ['italian'])
('47810', [])
('5923', ['indian'])
('1388', [])
('22159', [])
('33720', ['thai'])
('21846', ['chinese'])
('39341', ['southern_us'])
('3105', ['mexican'])
('18732', ['italian'])
('160', ['italian'])
('24816', [])
('35014', ['indian'])
('16553', ['irish'])
('11474', ['southern_us'])
('7223', ['chinese'])
('38107', ['indian'])
('44603', [])
('29161', [])
('9584', ['chinese'])
('30905', ['mexican'])
('18475', ['southern_us'])
('46929', ['southern_us'])
('10071', ['italian'])
('37812', ['italian'])
('7574', ['mexican'])
('3985', ['indian'])
('28029', [])
('45538', ['mexican'])
('40642', ['italian'])
('6851', ['vietnamese'])
('20374', ['indian'])
('49669', ['southern_us'])
('26575', ['italian'])
('22528', ['french'])
('34487', ['indian'])
('21611', ['japanese'])
('36029', ['mexican'])
('29440', ['southern_us'])
('46895', [])
('519', ['chinese'])
('35903', ['spanish'])
('2580', ['mexican'])
('12574', ['korean'])
('20309', [])
('31409', ['french'])
('49419', ['southern_us'])
('21265', ['mexican'])
('45944', ['southern_us'])
('36086', [])
('39883', ['southern_us'])
('27801', ['chinese'])
('1032', ['cajun_creole'])
('13300', ['italian'])
('34195', [])
('15397', [])
('14545', ['thai'])
('1953', [])
('35910', ['italian'])
('42909', ['italian'])
('27705', ['italian'])
('43915', [])
('31653', ['italian'])
('46794', ['italian', 'mexican'])
('13462', ['japanese'])
('11151', ['cajun_creole'])
('43341', ['mexican'])
('42525', ['southern_us'])
('33545', ['southern_us'])
('28097', ['southern_us'])
('28603', [])
('22546', [])
('31632', ['italian'])
('21177', ['italian'])
('26012', ['thai'])
('48550', ['russian'])
('39040', ['indian'])
('41038', ['french'])
('41952', ['indian'])
('1535', ['mexican'])
('18823', ['mexican'])
('24483', [])
('18585', ['italian'])
('41735', ['indian'])
('39029', ['southern_us'])
('5569', [])
('20150', ['irish'])
('31586', [])
('8559', [])
('3091', ['italian'])
('42971', ['italian'])
('12898', ['french'])
('15497', ['southern_us'])
('10740', [])
('19395', ['korean'])
('10968', ['mexican'])
('2789', ['mexican'])
('7513', ['italian'])
('29402', [])
('11197', [])
('34333', [])
('49466', ['indian'])
('3143', ['mexican'])
('31606', ['southern_us'])
('23264', [])
('40933', [])
('11183', ['indian'])
('6731', [])
('36741', [])
('17502', ['italian'])
('18', ['italian'])
('35687', ['italian'])
('5261', ['brazilian'])
('7049', ['mexican'])
('22797', ['southern_us'])
('18871', ['southern_us'])
('12057', ['italian'])
('39237', ['italian'])
('21737', ['chinese'])
('42956', ['chinese'])
('5248', [])
('8120', [])
('48356', ['spanish'])
('4809', [])
('25107', ['southern_us'])
('1307', [])
('7173', ['southern_us', 'cajun_creole'])
('38417', ['french'])
('10279', [])
('12560', ['mexican'])
('21255', [])
('3249', ['chinese'])
('49332', ['thai'])
('7839', [])
('9880', ['italian'])
('37942', [])
('797', ['thai'])
('12368', ['southern_us'])
('8983', [])
('24878', ['mexican'])
('2685', ['mexican'])
('42319', ['french'])
('32830', ['french'])
('11145', ['southern_us'])
('20600', ['italian'])
('40922', ['vietnamese'])
('15996', ['cajun_creole'])
('44720', ['vietnamese'])
('16630', ['mexican'])
('8710', ['italian'])
('43757', ['mexican'])
('44118', ['mexican'])
('3175', ['mexican'])
('49404', ['british'])
('13925', ['indian'])
('27149', ['chinese'])
('16466', ['cajun_creole'])
('39843', ['italian'])
('47681', ['southern_us'])
('31972', ['italian'])
('33598', ['indian', 'moroccan'])
('22722', [])
('3725', ['mexican'])
('8961', ['southern_us', 'french'])
('26597', ['mexican'])
('9641', ['moroccan'])
('46084', ['southern_us'])
('44269', ['southern_us'])
('3026', ['chinese'])
('2447', ['french'])
('33826', ['thai'])
('19256', [])
('14985', ['italian'])
('9797', ['italian'])
('20334', ['italian'])
('41557', ['italian'])
('32277', ['italian'])
('28414', ['southern_us'])
('32752', ['italian'])
('16424', ['french'])
('44306', ['mexican'])
('1975', ['french'])
('20538', ['indian'])
('10955', ['greek'])
('23574', ['chinese'])
('14601', ['french'])
('824', [])
('26682', [])
('34508', [])
('34164', ['russian'])
('47207', ['thai'])
('7159', ['italian'])
('47998', [])
('35168', ['mexican'])
('35713', [])
('11006', ['thai'])
('34484', ['cajun_creole'])
('36820', ['spanish'])
('5428', ['italian'])
('23419', ['mexican'])
('35922', ['mexican'])
('21704', [])
('18381', ['indian'])
('25705', ['mexican'])
('27208', ['southern_us'])
('13722', ['southern_us'])
('35421', ['mexican'])
('33118', ['chinese'])
('19293', ['southern_us'])
('6212', ['italian'])
('36621', ['mexican'])
('6494', ['chinese'])
('30403', ['greek'])
('989', ['italian'])
('3309', [])
('41040', ['korean'])
('21988', ['jamaican'])
('11095', ['chinese'])
('13990', ['mexican'])
('7928', ['french'])
('47618', ['mexican'])
('25654', ['mexican'])
('47439', ['chinese', 'japanese'])
('12743', [])
('26274', ['italian'])
('37156', ['french'])
('11208', ['indian'])
('511', ['korean'])
('22358', ['mexican'])
('384', ['japanese'])
('17256', ['mexican'])
('14830', ['indian'])
('28629', ['italian'])
('49690', ['italian'])
('11081', ['indian'])
('24669', ['mexican'])
('27747', ['italian'])
('27424', ['mexican'])
('48463', ['italian'])
('44131', ['indian'])
('44970', ['french'])
('20110', ['mexican'])
('41950', ['brazilian'])
('41405', [])
('18897', ['italian'])
('35092', ['italian'])
('29833', ['italian'])
('11479', ['southern_us'])
('17845', [])
('30152', ['chinese'])
('6880', [])
('33072', [])
('10819', ['chinese'])
('24983', ['italian'])
('8300', ['italian'])
('25872', ['chinese', 'korean'])
('26291', ['southern_us'])
('9121', ['indian'])
('48923', ['filipino'])
('15823', ['indian'])
('23604', ['italian'])
('27725', ['italian'])
('20889', ['southern_us'])
('30276', ['brazilian'])
('23595', ['italian'])
('40731', ['indian'])
('1572', ['indian'])
('26084', ['korean'])
('45643', ['cajun_creole'])
('8985', ['italian'])
('35109', [])
('9943', ['irish'])
('9085', ['jamaican'])
('38200', ['chinese'])
('3635', [])
('19286', [])
('36160', [])
('35060', [])
('30609', ['italian'])
('12447', ['cajun_creole'])
('38708', [])
('45971', ['french'])
('738', ['indian'])
('32057', ['mexican'])
('14993', ['french'])
('28513', ['italian'])
('15558', ['japanese'])
('49132', ['chinese'])
('29979', [])
('33084', ['russian'])
('45081', ['southern_us'])
('27456', ['mexican'])
('14586', [])
('43100', ['mexican'])
('38464', ['greek'])
('47225', ['indian'])
('39098', ['italian'])
('46118', ['italian'])
('44088', [])
('38232', ['greek'])
('6270', [])
('13695', ['moroccan'])
('34359', ['mexican'])
('40352', [])
('22516', ['southern_us'])
('43047', ['mexican'])
('40004', ['italian'])
('23114', ['cajun_creole'])
('22642', ['chinese'])
('45484', ['mexican'])
('40285', [])
('45188', ['moroccan'])
('2117', [])
('10067', ['mexican'])
('17627', ['cajun_creole'])
('41667', ['italian'])
('32449', ['chinese'])
('24141', ['chinese'])
('28013', ['spanish'])
('41329', ['southern_us'])
('20932', ['cajun_creole'])
('16786', [])
('22860', ['vietnamese'])
('41859', [])
('22669', [])
('7994', ['southern_us'])
('1108', [])
('35515', ['greek'])
('48671', ['moroccan'])
('21939', [])
('29165', ['mexican'])
('31858', ['italian'])
('33651', ['jamaican'])
('24090', [])
('19854', ['italian'])
('28377', ['japanese', 'vietnamese'])
('9807', ['chinese'])
('32281', ['mexican'])
('31687', ['mexican'])
('43229', ['cajun_creole'])
('24927', ['cajun_creole'])
('45750', ['french'])
('13289', ['italian'])
('40297', ['japanese'])
('16078', ['mexican'])
('7216', [])
('10358', ['french'])
('47580', ['italian'])
('14177', ['greek'])
('20202', ['italian'])
('4160', [])
('42969', ['indian'])
('17485', [])
('49617', ['greek'])
('14838', [])
('3532', ['italian'])
('15605', [])
('1520', [])
('3045', ['mexican'])
('23079', [])
('22774', ['mexican'])
('14321', ['mexican'])
('2212', [])
('37654', [])
('2164', ['french'])
('14664', [])
('34201', [])
('36815', ['mexican'])
('21515', [])
('21242', [])
('316', ['southern_us'])
('24973', [])
('37886', ['thai'])
('12797', ['indian'])
('47286', [])
('10375', ['spanish'])
('31706', [])
('12079', ['southern_us'])
('18565', [])
('33206', ['mexican'])
('6593', ['vietnamese'])
('25085', ['japanese'])
('44415', ['cajun_creole'])
('33258', [])
('18562', ['cajun_creole'])
('11204', ['italian'])
('12288', ['southern_us'])
('17687', ['italian'])
('24865', ['indian'])
('5784', ['mexican'])
('9186', ['french'])
('13945', [])
('46008', [])
('28817', ['indian'])
('4571', ['italian'])
('6948', ['british'])
('25745', ['italian'])
('37493', ['italian'])
('43568', ['cajun_creole'])
('34090', ['mexican'])
('34977', ['southern_us'])
('47568', ['thai'])
('30988', ['italian'])
('35605', [])
('24732', ['spanish'])
('7679', ['indian'])
('17040', [])
('46780', ['chinese'])
('182', ['french'])
('46430', ['southern_us'])
('5941', ['mexican'])
('24933', ['mexican'])
('29117', ['southern_us', 'cajun_creole'])
('29552', ['mexican'])
('14808', ['korean'])
('46258', ['moroccan'])
('14823', [])
('30714', ['cajun_creole'])
('6680', ['indian'])
('24499', [])
('3560', [])
('41748', ['mexican'])
('8955', [])
('22004', ['mexican'])
('21740', ['moroccan'])
('5820', [])
('22917', [])
('2366', ['southern_us'])
('7442', ['indian', 'moroccan'])
('19931', ['jamaican'])
('19426', ['greek'])
('46526', [])
('4271', ['indian'])
('35543', ['italian'])
('13041', ['japanese'])
('45113', ['mexican'])
('22758', [])
('12476', [])
('9352', [])
('16726', ['mexican'])
('14729', ['southern_us'])
('35834', [])
('8680', [])
('22232', [])
('1796', [])
('17375', ['italian'])
('25558', [])
('27429', ['indian'])
('3630', ['southern_us'])
('22978', ['italian'])
('4936', [])
('12413', ['chinese'])
('44922', ['mexican'])
('37592', [])
('22326', ['italian'])
('19071', ['italian'])
('26740', ['mexican'])
('43778', [])
('16823', ['thai'])
('8123', ['indian'])
('1217', ['italian'])
('6039', ['cajun_creole'])
('18746', ['italian'])
('12219', ['italian'])
('13583', ['mexican'])
('37102', [])
('28677', [])
('25461', ['southern_us'])
('49500', ['indian'])
('9479', ['cajun_creole'])
('31444', ['thai'])
('16855', [])
('44392', ['southern_us'])
('36889', ['italian'])
('10396', ['cajun_creole'])
('48853', [])
('6980', ['italian'])
('23650', ['french'])
('2990', ['french'])
('13302', ['indian'])
('48213', ['thai'])
('29348', ['japanese'])
('3434', ['mexican'])
('29045', ['italian', 'greek'])
('30849', ['thai'])
('30173', ['mexican'])
('3014', ['italian'])
('43877', ['italian', 'french'])
('6984', [])
('9423', ['indian'])
('4801', ['southern_us'])
('38608', ['french'])
('33623', ['italian'])
('26307', ['thai', 'vietnamese'])
('12283', ['mexican'])
('31517', ['southern_us'])
('38514', ['thai'])
('22858', ['mexican'])
('31348', ['mexican'])
('29674', ['japanese'])
('4336', ['southern_us'])
('23886', ['mexican'])
('23836', ['southern_us'])
('4461', ['southern_us', 'cajun_creole'])
('28912', [])
('39865', [])
('21288', ['mexican'])
('45979', [])
('28267', ['indian'])
('27055', ['italian'])
('21702', ['italian'])
('12431', ['mexican'])
('22575', [])
('30667', [])
('40815', [])
('49037', ['italian'])
('14264', ['greek'])
('49613', ['vietnamese'])
('36746', ['vietnamese'])
('47368', ['japanese'])
('3402', ['french'])
('29848', ['indian'])
('42194', ['southern_us'])
('19443', ['italian'])
('23010', [])
('6689', ['southern_us'])
('5998', [])
('1125', ['mexican'])
('9738', ['italian'])
('29876', ['southern_us'])
('47287', ['mexican'])
('46999', [])
('16381', ['filipino', 'jamaican'])
('9358', ['chinese'])
('48392', ['italian'])
('6995', ['brazilian'])
('36185', ['chinese'])
('42188', [])
('4280', ['mexican'])
('36954', [])
('26938', ['french', 'filipino'])
('9245', ['korean'])
('28001', ['irish'])
('24160', ['mexican', 'southern_us'])
('44295', ['mexican'])
('11292', [])
('33384', [])
('28228', ['italian'])
('45821', ['cajun_creole'])
('38874', ['mexican'])
('8796', ['southern_us'])
('1949', ['mexican'])
('13693', ['italian'])
('3274', ['italian'])
('45204', ['italian'])
('8543', ['british'])
('6847', ['indian'])
('14224', ['vietnamese'])
('41537', ['italian'])
('43095', ['italian', 'mexican'])
('20472', ['italian'])
('8438', ['italian', 'french'])
('28055', ['italian'])
('20817', ['mexican'])
('41200', ['irish'])
('22993', ['thai'])
('41230', ['greek'])
('45405', ['spanish'])
('12514', ['mexican'])
('17585', [])
('47234', [])
('3716', ['indian'])
('24872', ['mexican'])
('26150', [])
('36036', [])
('49403', [])
('32201', [])
('43002', ['greek'])
('10954', ['chinese'])
('5295', ['indian'])
('22380', ['indian'])
('33306', ['greek'])
('33761', ['chinese'])
('20153', [])
('15998', ['southern_us'])
('17734', ['mexican'])
('34713', ['thai', 'vietnamese'])
('6976', [])
('49045', ['mexican'])
('22591', ['mexican'])
('4623', ['italian'])
('3417', [])
('3251', ['italian'])
('42313', ['mexican'])
('36165', ['chinese'])
('33713', ['italian'])
('27553', ['southern_us'])
('46953', [])
('14866', ['brazilian'])
('7092', ['italian'])
('12292', ['thai'])
('4337', ['italian'])
('11499', ['french'])
('45279', ['indian'])
('7053', ['french'])
('46316', [])
('39859', [])
